name,iataCode,icaoCode,country,city,latitude,longitude,type
Mostar International Airport,OMO,LQMO,BA,Mostar,43.282901763916016,17.84589958190918,medium_airport
Sarajevo International Airport,SJJ,LQSA,BA,Sarajevo,43.8246,18.331499,large_airport
Tuzla International Airport,TZL,LQTZ,BA,Dubrave Gornje,44.458698,18.7248,medium_airport
Arad International Airport,ARW,LRAR,RO,Arad,46.176601,21.261999,medium_airport
Bacău George Enescu International  Airport,BCM,LRBC,RO,Bacău,46.5219,26.910299,medium_airport
Maramureș International Airport,BAY,LRBM,RO,Tăuții-Măgherăuș,47.658444,23.464445,medium_airport
Bucharest Băneasa Aurel Vlaicu International Airport,BBU,LRBS,RO,Bucharest,44.503201,26.1021,medium_airport
Brașov-Ghimbav International Airport,GHV,LRBV,RO,Brașov (Ghimbav),45.70558,25.522871,medium_airport
Mihail Kogălniceanu International Airport,CND,LRCK,RO,Mihail Kogălniceanu,44.362202,28.4883,medium_airport
Cluj Avram Iancu International Airport,CLJ,LRCL,RO,Cluj-Napoca,46.787425,23.684292,medium_airport
Caransebeş Airport,CSB,LRCS,RO,Caransebeş,45.420142,22.252507,medium_airport
Craiova International Airport,CRA,LRCV,RO,Craiova,44.3181,23.888599,medium_airport
Iaşi Airport,IAS,LRIA,RO,Iaşi,47.180278,27.620833,medium_airport
Oradea International Airport,OMR,LROD,RO,Oradea,47.025299072265625,21.90250015258789,medium_airport
Bucharest Henri Coandă International Airport,OTP,LROP,RO,Otopeni,44.572127,26.103396,large_airport
Sibiu International Airport,SBZ,LRSB,RO,Sibiu,45.785841,24.086666,medium_airport
Satu Mare International Airport,SUJ,LRSM,RO,Satu Mare,47.7033,22.8857,medium_airport
Suceava Stefan cel Mare Airport,SCV,LRSV,RO,Suceava,47.6875,26.35409927368164,medium_airport
Tulcea Danube Delta Airport,TCE,LRTC,RO,Mihail Kogălniceanu,45.0625,28.7143,medium_airport
Târgu Mureş Transilvania International Airport,TGM,LRTM,RO,Recea,46.467701,24.4125,medium_airport
Timişoara Traian Vuia Airport,TSR,LRTR,RO,Timişoara,45.809898,21.3379,medium_airport
Geneva Cointrin International Airport,GVA,LSGG,CH,Geneva,46.238098,6.10895,large_airport
Sion Airport,SIR,LSGS,CH,Sion,46.219166,7.326944,medium_airport
Emmen Air Base,EML,LSME,CH,Emmen,47.092444,8.305184,medium_airport
Payerne Air Base,VIP,LSMP,CH,Payerne,46.8432,6.91506,medium_airport
Lugano Airport,LUG,LSZA,CH,Agno,46.004299,8.91058,medium_airport
Bern Airport,BRN,LSZB,CH,Bern,46.912868,7.498512,medium_airport
Buochs Airport,BXO,LSZC,CH,Buochs,46.974444,8.396944,small_airport
Zürich Airport,ZRH,LSZH,CH,Zurich,47.458056,8.548056,large_airport
Sankt Gallen Altenrhein Airport,ACH,LSZR,CH,St. Gallen,47.485001,9.56077,medium_airport
Samedan Airport,SMV,LSZS,CH,Samedan,46.5341,9.88411,medium_airport
Esenboğa International Airport,ESB,LTAC,TR,Ankara,40.128101,32.995098,large_airport
Etimesgut Air Base,ANK,LTAD,TR,Ankara,39.949798584,32.6885986328,medium_airport
Adana Şakirpaşa Airport,ADA,LTAF,TR,Seyhan,36.982201,35.280399,medium_airport
İncirlik Air Base,UAB,LTAG,TR,Sarıçam,37.002102,35.4259,medium_airport
Afyon Air Base,AFY,LTAH,TR,Afyonkarahisar,38.726398,30.601101,medium_airport
Antalya International Airport,AYT,LTAI,TR,Antalya,36.898701,30.800501,large_airport
Gaziantep International Airport,GZT,LTAJ,TR,Gaziantep,36.947201,37.478699,medium_airport
Kastamonu Airport,KFS,LTAL,TR,Kastamonu,41.314201,33.795799,medium_airport
Konya Airport,KYA,LTAN,TR,Konya,37.979,32.561901,medium_airport
Amasya Merzifon Airport,MZH,LTAP,TR,Amasya,40.829399,35.521999,small_airport
Sivas Nuri Demirağ Airport,VAS,LTAR,TR,Sivas,39.813801,36.9035,small_airport
Zonguldak Çaycuma Airport,ONQ,LTAS,TR,Zonguldak,41.506401,32.0886,medium_airport
Malatya Erhaç Airport,MLX,LTAT,TR,Malatya,38.4352989197,38.0909996033,medium_airport
Kayseri Erkilet Airport,ASR,LTAU,TR,Kayseri,38.770401001,35.4953994751,medium_airport
Tokat Airport,TJK,LTAW,TR,Tokat,40.32472,36.39056,medium_airport
Çardak Airport,DNZ,LTAY,TR,Denizli,37.7855987549,29.7012996674,medium_airport
Nevşehir Kapadokya Airport,NAV,LTAZ,TR,Nevşehir,38.7719,34.5345,small_airport
İstanbul Atatürk Airport,ISL,LTBA,TR,"Bakırköy, Istanbul",40.971913,28.823714,medium_airport
Aydın Çıldır Airport,CII,LTBD,TR,Aydın,37.815389,27.887566,small_airport
Balıkesir Airport,BZI,LTBF,TR,Balıkesir,39.619301,27.926001,medium_airport
Bandırma Airport,BDM,LTBG,TR,Bandırma,40.318001,27.977699,medium_airport
Çanakkale Airport,CKZ,LTBH,TR,Çanakkale,40.1376991272,26.4267997742,medium_airport
Eskişehir Air Base,ESK,LTBI,TR,Eskişehir,39.7841,30.5821,medium_airport
Adnan Menderes International Airport,ADB,LTBJ,TR,Gaziemir,38.2924,27.157,large_airport
Uşak Airport,USQ,LTBO,TR,Uşak,38.681499,29.471701,medium_airport
Cengiz Topel Airport,KCO,LTBQ,TR,Kartepe,40.735001,30.0833,medium_airport
Bursa Yenişehir Airport,YEI,LTBR,TR,Yenişehir,40.255199,29.562599,medium_airport
Dalaman International Airport,DLM,LTBS,TR,Dalaman,36.7131004333,28.7924995422,large_airport
Tekirdağ Çorlu Airport,TEQ,LTBU,TR,Çorlu,41.13819885253906,27.919099807739254,medium_airport
Bodrum-Imsık Airport,BXN,LTBV,TR,Bodrum,37.140099,27.669701,small_airport
Anadolu Airport,AOE,LTBY,TR,Eskişehir,39.809898,30.5194,medium_airport
Zafer Airport,KZR,LTBZ,TR,Altıntaş,39.113079,30.128111,small_airport
Elazığ Airport,EZS,LTCA,TR,Elazığ,38.597974,39.28348,medium_airport
Ordu–Giresun Airport,OGU,LTCB,TR,Ordu,40.966872,38.085995,medium_airport
Diyarbakır Airport,DIY,LTCC,TR,Diyarbakır,37.893902,40.201,medium_airport
Erzincan Airport,ERC,LTCD,TR,Erzincan,39.7102012634,39.5270004272,medium_airport
Erzurum International Airport,ERZ,LTCE,TR,Erzurum,39.956501,41.1702,medium_airport
Kars Airport,KSY,LTCF,TR,Kars,40.562198638916016,43.1150016784668,medium_airport
Trabzon International Airport,TZX,LTCG,TR,Trabzon,40.995098,39.7897,medium_airport
Van Ferit Melen Airport,VAN,LTCI,TR,Van,38.46820068359375,43.332298278808594,medium_airport
Batman Airport,BAL,LTCJ,TR,Batman,37.9290008545,41.1166000366,medium_airport
Muş Airport,MSR,LTCK,TR,Muş,38.74779891967773,41.66120147705078,medium_airport
Siirt Airport,SXZ,LTCL,TR,Siirt,37.97890090942383,41.84040069580078,medium_airport
Sinop Airport,NOP,LTCM,TR,Sinop,42.018313,35.071774,medium_airport
Kahramanmaraş Airport,KCM,LTCN,TR,Kahramanmaraş,37.5388259888,36.9535217285,medium_airport
Ağrı Airport,AJI,LTCO,TR,Ağrı,39.655642,43.025742,medium_airport
Adıyaman Airport,ADF,LTCP,TR,Adıyaman,37.7314,38.468899,medium_airport
Mardin Airport,MQM,LTCR,TR,Mardin,37.2233009338,40.6316986084,medium_airport
Şanlıurfa GAP Airport,GNY,LTCS,TR,Şanlıurfa,37.445663,38.895592,medium_airport
Iğdır Airport,IGD,LTCT,TR,Iğdır,39.976627,43.876648,medium_airport
Bingöl Airport,BGG,LTCU,TR,Bingöl,38.860131,40.594489,small_airport
Şırnak Şerafettin Elçi Airport,NKT,LTCV,TR,Şırnak,37.3647,42.0582,medium_airport
Hakkari Yüksekova Airport,YKO,LTCW,TR,Hakkari,37.5497,44.2381,medium_airport
Hatay Airport,HTY,LTDA,TR,Antakya,36.362778,36.282223,medium_airport
Çukurova International Airport,COV,LTDB,TR,Tarsus,36.890908,35.070522,large_airport
Süleyman Demirel International Airport,ISE,LTFC,TR,Isparta,37.8554,30.368401,medium_airport
Balıkesir Koca Seyit Airport,EDO,LTFD,TR,Edremit,39.5546,27.0138,medium_airport
Milas Bodrum International Airport,BJV,LTFE,TR,Bodrum,37.250599,27.664301,large_airport
Gazipaşa-Alanya Airport,GZP,LTFG,TR,Gazipaşa,36.299217,32.300598,medium_airport
Samsun-Çarşamba Airport,SZF,LTFH,TR,Samsun,41.253988,36.567546,medium_airport
Istanbul Sabiha Gökçen International Airport,SAW,LTFJ,TR,"Pendik, Istanbul",40.898602,29.3092,large_airport
Gökçeada Airport,GKD,LTFK,TR,Gökçeada,40.204498,25.883302,small_airport
İstanbul Airport,IST,LTFM,TR,"Arnavutköy, Istanbul",41.261297,28.741951,large_airport
Rize–Artvin Airport,RZV,LTFO,TR,Rize,41.179766,40.848802,medium_airport
Bălți International Airport,BZY,LUBL,MD,Bălți,47.837666,27.781108,medium_airport
Chişinău International Airport,RMO,LUKK,MD,Chişinău,46.9277,28.931,medium_airport
Ohrid St. Paul the Apostle Airport,OHD,LWOH,MK,Ohrid,41.18,20.7423,medium_airport
Skopje International Airport,SKP,LWSK,MK,Ilinden,41.958087,21.622581,large_airport
Gibraltar Airport,GIB,LXGB,GI,Gibraltar,36.151199,-5.34966,large_airport
Belgrade Nikola Tesla Airport,BEG,LYBE,RS,Belgrade,44.818401,20.309099,large_airport
Berane Airport,IVG,LYBR,ME,Berane,42.8390007019043,19.86199951171875,small_airport
Batajnica Air Base,BJY,LYBT,RS,Zemun,44.935299,20.2575,medium_airport
Morava Airport,KVO,LYKV,RS,Kraljevo,43.817519,20.586662,medium_airport
Niš Constantine the Great Airport,INI,LYNI,RS,Niš,43.337009,21.85451,medium_airport
Podgorica Airport / Podgorica Golubovci Airbase,TGD,LYPG,ME,Podgorica,42.359402,19.2519,large_airport
Tivat Airport,TIV,LYTV,ME,Tivat,42.40470123291016,18.72330093383789,medium_airport
Ponikve Airport,UZC,LYUZ,RS,Stapari,43.898899,19.697701,medium_airport
M. R. Štefánik Airport,BTS,LZIB,SK,Bratislava,48.1702,17.2127,large_airport
Košice International Airport,KSC,LZKZ,SK,Košice,48.663101,21.2411,medium_airport
Lučenec Airfield,LUE,LZLU,SK,Lučenec,48.339401,19.7358,small_airport
Piešťany Airport,PZY,LZPP,SK,Piešťany,48.62519836425781,17.828399658203125,medium_airport
Prešov Air Base,POV,LZPW,SK,Prešov,49.02970123291,21.315599441528,small_airport
Sliač Airport,SLD,LZSL,SK,Sliač,48.63779830932617,19.13409996032715,medium_airport
Poprad-Tatry Airport,TAT,LZTT,SK,Poprad,49.073601,20.2411,medium_airport
Žilina-Dolný Hričov Airport,ILZ,LZZI,SK,Dolný Hričov,49.233292,18.613386,medium_airport
JAGS McCartney International Airport,GDT,MBGT,TC,Cockburn Town,21.4445,-71.142303,medium_airport
Middle Caicos Airport,MDS,MBMC,TC,Middle Caicos,21.82602,-71.8025,small_airport
North Caicos Airport,NCA,MBNC,TC,North Caicos,21.916094,-71.942954,medium_airport
Pine Cay Airport,PIC,MBPI,TC,Pine Cay,21.874661,-72.090573,small_airport
Providenciales International Airport,PLS,MBPV,TC,Providenciales,21.773697,-72.268321,large_airport
South Caicos Airport,XSC,MBSC,TC,South Caicos,21.515699,-71.528503,medium_airport
Salt Cay Airport,SLX,MBSY,TC,Salt Cay,21.3330001831,-71.1999969482,small_airport
Maria Montez International Airport,BRX,MDBH,DO,Barahona,18.25149917602539,-71.12039947509766,medium_airport
Cabo Rojo Airport,CBJ,MDCR,DO,Cabo Rojo,17.929000854492188,-71.6447982788086,medium_airport
Samaná El Catey International Airport,AZS,MDCY,DO,Samana,19.269259,-69.737405,medium_airport
Constanza - Expedición 14 de Junio National Airport,COZ,MDCZ,DO,Costanza,18.907499,-70.721901,small_airport
La Isabela International Airport,JBQ,MDJB,DO,La Isabela,18.57250022888184,-69.98560333251953,medium_airport
Casa De Campo International Airport,LRM,MDLR,DO,La Romana,18.452222,-68.911111,large_airport
Punta Cana International Airport,PUJ,MDPC,DO,Punta Cana,18.5674,-68.363403,large_airport
Gregorio Luperon International Airport,POP,MDPP,DO,Puerto Plata,19.7579,-70.57,medium_airport
Las Américas International Airport,SDQ,MDSD,DO,Santo Domingo,18.42970085144,-69.668899536133,large_airport
Cibao International Airport,STI,MDST,DO,Santiago,19.406099319458008,-70.60469818115234,medium_airport
Coban Airport,CBV,MGCB,GT,Coban,15.469,-90.4067,medium_airport
Carmelita Airport,CMM,MGCR,GT,Carmelita,17.461201,-90.053703,small_airport
Coatepeque Airport,CTF,MGCT,GT,Coatepeque,14.6942,-91.8825,small_airport
La Aurora Airport,GUA,MGGT,GT,Guatemala City,14.5833,-90.527496,large_airport
Huehuetenango Airport,HUG,MGHT,GT,Huehuetenango,15.316667,-91.505556,small_airport
Puerto Barrios Airport,PBR,MGPB,GT,Puerto Barrios,15.7309,-88.583801,medium_airport
Playa Grande Airport,PKJ,MGPG,GT,Playa Grande,15.9975,-90.741699,small_airport
Poptún Airport,PON,MGPP,GT,Poptún,16.325799942017,-89.41609954834,small_airport
Quiché Airport,AQB,MGQC,GT,Santa Cruz del Quiché,15.0122,-91.150597,small_airport
Quezaltenango Airport,AAZ,MGQZ,GT,Quezaltenango,14.8656,-91.501999,small_airport
Rubelsanto Airport,RUV,MGRB,GT,Rubelsanto,15.992,-90.445297,medium_airport
Las Vegas Airport,LCF,MGRD,GT,Rio Dulce,15.668363,-88.961763,small_airport
Retalhuleu Airport,RER,MGRT,GT,Retalhuleu,14.521431,-91.697001,medium_airport
San José Airport,GSJ,MGSJ,GT,Puerto San José,13.9362,-90.8358,medium_airport
Ahuas Airport,AHS,MHAH,HN,Ahuas,15.4722,-84.352203,small_airport
Coyoles Airport,CYL,MHCS,HN,Coyoles,15.445556,-86.675278,small_airport
El Arrayán Airport,OAN,MHEA,HN,Olanchito,15.505556,-86.574722,small_airport
El Aguacate Airport,CAA,MHGE,HN,El Aguacate,14.875,-85.776108,small_airport
Iriona Airport,IRN,MHIR,HN,Iriona,15.9391670227,-85.13722229,small_airport
Jutigalpa airport,JUT,MHJU,HN,Jutigalpa,14.652600288391112,-86.22029876708984,small_airport
Goloson International Airport,LCE,MHLC,HN,La Ceiba,15.7425,-86.852997,medium_airport
La Esperanza Airport,LEZ,MHLE,HN,La Esperanza,14.291111,-88.175003,small_airport
Ramón Villeda Morales International Airport,SAP,MHLM,HN,San Pedro Sula,15.4526,-87.923599,medium_airport
La Laguna Airport,GJA,MHNJ,HN,Guanaja,16.4454,-85.906601,medium_airport
Palacios Airport,PCH,MHPC,HN,Palacios,15.955,-84.941391,small_airport
Puerto Lempira Airport,PEU,MHPL,HN,Puerto Lempira,15.2622,-83.781197,small_airport
Juan Manuel Gálvez International Airport,RTB,MHRO,HN,Coxen Hole,16.316799,-86.523003,medium_airport
Tela Airport,TEA,MHTE,HN,Tela,15.7759,-87.4758,medium_airport
Toncontín International Airport,TGU,MHTG,HN,Tegucigalpa,14.0609,-87.217201,medium_airport
Trujillo Airport,TJI,MHTJ,HN,Trujillo,15.926599,-85.938573,medium_airport
Sulaco Airport,SCD,MHUL,HN,Sulaco,14.90719985961914,-87.26339721679688,small_airport
Utila Airport,UII,MHUT,HN,Utila Island,16.1131,-86.880302,small_airport
Yoro Airport,ORO,MHYR,HN,Yoro,15.1275,-87.135,small_airport
Ian Fleming International Airport,OCJ,MKBS,JM,Boscobel,18.404079,-76.969754,medium_airport
Norman Manley International Airport,KIN,MKJP,JM,Kingston,17.935699462890625,-76.7874984741211,large_airport
Sangster International Airport,MBJ,MKJS,JM,Montego Bay,18.5037,-77.913399,medium_airport
Ken Jones Airport,POT,MKKJ,JM,Ken Jones,18.1987991333,-76.53450012210001,medium_airport
Negril Airport,NEG,MKNG,JM,Negril,18.341712,-78.334164,small_airport
Tinson Pen Airport,KTP,MKTP,JM,Tinson Pen,17.98859977722168,-76.82379913330078,medium_airport
General Juan N. Álvarez International Airport,ACA,MMAA,MX,Acapulco,16.757126,-99.753113,medium_airport
Del Norte International Airport,NTR,MMAN,MX,Monterrey,25.865601,-100.237,medium_airport
Jesús Terán Peredo International Airport,AGU,MMAS,MX,Aguascalientes,21.699589,-102.318372,medium_airport
Bahías de Huatulco International Airport,HUX,MMBT,MX,Huatulco,15.774909,-96.260319,medium_airport
Cananea National Airport,CNA,MMCA,MX,Cananea,31.06615,-110.097878,small_airport
General Mariano Matamoros International Airport,CVJ,MMCB,MX,Temixco,18.833922,-99.261818,medium_airport
Ciudad Acuña New International Airport,ACN,MMCC,MX,Ciudad Acuña,29.333662,-101.100555,small_airport
Ciudad del Carmen International Airport,CME,MMCE,MX,Ciudad del Carmen,18.65369987487793,-91.79900360107422,medium_airport
Aeropuerto Municipal de Nuevo Casas Grandes,NCG,MMCG,MX,Nuevo Casas Grandes,30.3974,-107.875,small_airport
Bachigualato Federal International Airport,CUL,MMCL,MX,Culiacán,24.76504,-107.475228,medium_airport
Chetumal International Airport,CTM,MMCM,MX,Chetumal,18.504985,-88.328018,medium_airport
Ciudad Obregón International Airport,CEN,MMCN,MX,Ciudad Obregón,27.39259910583496,-109.83300018310548,medium_airport
San Antonio Copalar Airport,CJT,MMCO,MX,Comitán,16.176701,-92.050598,small_airport
Ingeniero Alberto Acuña Ongay International Airport,CPE,MMCP,MX,Campeche,19.816799163800003,-90.5002975464,medium_airport
Abraham González International Airport,CJS,MMCS,MX,Ciudad Juárez,31.63610076904297,-106.4290008544922,medium_airport
Chichén Itzá International Airport,CZA,MMCT,MX,Tinúm,20.6413,-88.446198,small_airport
General Roberto Fierro Villalobos International Airport,CUU,MMCU,MX,Chihuahua,28.7029,-105.964996,medium_airport
General Pedro Jose Mendez International Airport,CVM,MMCV,MX,Ciudad Victoria,23.7033004761,-98.9564971924,medium_airport
Captain Rogelio Castillo National Airport,CYW,MMCY,MX,Celaya,20.545998,-100.886539,medium_airport
Cozumel International Airport,CZM,MMCZ,MX,Cozumel,20.514922,-86.928538,large_airport
Ciudad Mante Los Huastecas National Airport,MMC,MMDM,MX,Ciudad Mante,22.738957,-99.018516,small_airport
General Guadalupe Victoria International Airport,DGO,MMDO,MX,Durango,24.125468,-104.527938,large_airport
Amado Nervo National Airport,TPQ,MMEP,MX,Tepic,21.419833,-104.842472,medium_airport
Ensenada International Airport / El Ciprés Air Base,ESE,MMES,MX,Ensenada,31.795175,-116.60265,small_airport
Guadalajara International Airport,GDL,MMGL,MX,Guadalajara,20.523342,-103.310108,large_airport
General José María Yáñez International Airport,GYM,MMGM,MX,Guaymas,27.9689998626709,-110.9250030517578,medium_airport
Guerrero Negro Airport,GUB,MMGR,MX,San Quintín,28.0261,-114.024002,small_airport
Tehuacán National Airport,TCN,MMHC,MX,Tehuacán,18.49722,-97.42011,small_airport
General Ignacio P. Garcia International Airport,HMO,MMHO,MX,Hermosillo,29.093527,-111.049891,medium_airport
Licenciado Miguel de la Madrid International Airport,CLQ,MMIA,MX,Colima,19.277,-103.577002,medium_airport
Isla Mujeres National Airport,ISJ,MMIM,MX,Isla Mujeres,21.245962,-86.740365,small_airport
Plan De Guadalupe International Airport,SLW,MMIO,MX,Saltillo,25.544145,-100.930195,medium_airport
General Antonio Cárdenas Rodríguez National Airport / Ixtepec Air Base,IZT,MMIT,MX,Ixtepec,16.445961,-95.093708,medium_airport
El Lencero Airport,JAL,MMJA,MX,Emiliano Zapata,19.475107,-96.797008,medium_airport
Jorge Jiménez Cantú National Airport,AZP,MMJC,MX,Atizapán de Zaragoza,19.574155,-99.291183,small_airport
Lázaro Cárdenas Airport,LZC,MMLC,MX,Lázaro Cárdenas,18.001672,-102.220316,medium_airport
Valle del Fuerte International Airport,LMM,MMLM,MX,Los Mochis,25.685447,-109.081055,medium_airport
Del Bajío International Airport,BJX,MMLO,MX,Silao,20.992695,-101.480284,medium_airport
Manuel Márquez de León International Airport,LAP,MMLP,MX,La Paz,24.072701,-110.362,medium_airport
Loreto International Airport,LTO,MMLT,MX,Loreto,25.989200592041016,-111.3479995727539,medium_airport
General Servando Canales International Airport,MAM,MMMA,MX,Matamoros,25.7698993683,-97.5252990723,medium_airport
Manuel Crescencio Rejón International Airport,MID,MMMD,MX,Mérida,20.930485,-89.645462,large_airport
Mulege Airport,MUG,MMMG,MX,Mulege,26.905347,-111.970725,small_airport
General Rodolfo Sánchez Taboada International Airport,MXL,MMML,MX,Mexicali,32.630629,-115.242805,medium_airport
General Francisco J. Mujica International Airport,MLM,MMMM,MX,Morelia,19.849899,-101.025002,medium_airport
Minatitlán/Coatzacoalcos International Airport,MTT,MMMT,MX,Cosoleacaque,18.103399,-94.580704,medium_airport
Monclova International Airport,LOV,MMMV,MX,Monclova,26.9557,-101.470001,medium_airport
Benito Juárez International Airport,MEX,MMMX,MX,Ciudad de México,19.435137,-99.071328,large_airport
Monterrey International Airport,MTY,MMMY,MX,Monterrey,25.778521,-100.106989,large_airport
General Rafael Buelna International Airport,MZT,MMMZ,MX,Mazatlàn,23.161474,-106.264572,large_airport
Nogales International Airport,NOG,MMNG,MX,Nogales,31.225756,-110.976934,small_airport
Quetzalcóatl International Airport,NLD,MMNL,MX,Nuevo Laredo,27.443899,-99.570503,medium_airport
Xoxocotlán International Airport,OAX,MMOX,MX,Oaxaca,17.000814,-96.72197,medium_airport
El Tajín National Airport,PAZ,MMPA,MX,Poza Rica,20.6026992798,-97.4608001709,medium_airport
Hermanos Serdán International Airport,PBC,MMPB,MX,Puebla,19.158465,-98.371582,medium_airport
Mar de Cortés International Airport,PPE,MMPE,MX,Puerto Peñasco,31.351987,-113.305177,small_airport
Piedras Negras International Airport,PDS,MMPG,MX,Piedras Negras,28.627873,-100.53524,medium_airport
Punta Colorada Airport,PCO,MMPL,MX,La Ribera,23.575011,-109.535826,small_airport
Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,UPN,MMPN,MX,Uruapan,19.3967,-102.039001,medium_airport
Palenque International Airport,PQM,MMPQ,MX,Palenque,17.533153,-92.015484,small_airport
Puerto Vallarta International Airport,PVR,MMPR,MX,Puerto Vallarta,20.679913,-105.254391,large_airport
Puerto Escondido International Airport,PXM,MMPS,MX,Puerto Escondido,15.876808,-97.0891,medium_airport
Querétaro Intercontinental Airport,QRO,MMQT,MX,Querétaro,20.6173,-100.185997,medium_airport
General Lucio Blanco International Airport,REX,MMRX,MX,Reynosa,26.0089,-98.2285,medium_airport
Los Cabos International Airport,SJD,MMSD,MX,San José del Cabo,23.151919,-109.720731,large_airport
San Felipe International Airport,SFH,MMSF,MX,Mexicali,30.93006,-114.808459,small_airport
General Felipe Ángeles International Airport,NLU,MMSM,MX,Mexico City,19.7357,-99.0257,large_airport
Ponciano Arriaga International Airport,SLP,MMSP,MX,San Luis Potosí,22.254299163800003,-100.930999756,medium_airport
Estación Aeronaval de Salina Cruz,SCX,MMSZ,MX,Salina Cruz,16.212601,-95.201599,small_airport
Francisco Sarabia Tinoco International Airport,TRC,MMTC,MX,Torreón,25.5683,-103.411003,medium_airport
Angel Albino Corzo International Airport,TGZ,MMTG,MX,Tuxtla Gutiérrez,16.5636005402,-93.0224990845,medium_airport
General Abelardo L. Rodriguez International Airport,TIJ,MMTJ,MX,Tijuana,32.541043,-116.969976,large_airport
Felipe Carrillo Puerto International Airport,TQO,MMTL,MX,Tulum,20.172098,-87.660272,medium_airport
General Francisco Javier Mina International Airport,TAM,MMTM,MX,Tampico,22.2964000702,-97.8658981323,medium_airport
Tamuín National Airport,TSL,MMTN,MX,Tamuín,22.0383,-98.806502,small_airport
Adolfo López Mateos International Airport,TLC,MMTO,MX,Toluca,19.3369,-99.56583,medium_airport
Tapachula International Airport,TAP,MMTP,MX,Tapachula,14.794549,-92.369871,medium_airport
Base Aeronaval de Tulum,TUY,MMTU,MX,Tulum,20.227301,-87.438203,small_airport
Cancún International Airport,CUN,MMUN,MX,Cancún,21.039444,-86.874304,large_airport
Carlos Rovirosa Pérez International Airport,VSA,MMVA,MX,Villahermosa,17.997,-92.817398,medium_airport
General Heriberto Jara International Airport,VER,MMVR,MX,Veracruz,19.1459007263,-96.1873016357,medium_airport
General Leobardo C. Ruiz International Airport,ZCL,MMZC,MX,Zacatecas,22.8971,-102.686996,medium_airport
Ixtapa-Zihuatanejo International Airport,ZIH,MMZH,MX,Ixtapa,17.601771,-101.460629,medium_airport
Zamora Airport,ZMM,MMZM,MX,Zamora,20.045,-102.276001,small_airport
Playa de Oro International Airport,ZLO,MMZO,MX,Manzanillo,19.1448,-104.558998,medium_airport
Bluefields Airport,BEF,MNBL,NI,Bluefileds,11.991,-83.774101,medium_airport
San Pedro Airport,BZA,MNBZ,NI,Bonanza,14.031524,-84.624311,small_airport
Costa Esmeralda Airport,ECI,MNCE,NI,Tola,11.427542,-86.033361,small_airport
Corn Island Airport,RNI,MNCI,NI,Corn Island,12.174785,-83.059445,small_airport
Augusto C. Sandino (Managua) International Airport,MGA,MNMG,NI,Managua,12.14150047302246,-86.16819763183594,medium_airport
Puerto Cabezas Airport,PUZ,MNPC,NI,Puerto Cabezas,14.047200202941896,-83.38670349121094,medium_airport
Rosita Airport,RFS,MNRT,NI,La Rosita,13.889699935913086,-84.40889739990234,small_airport
San Carlos Airport,NCR,MNSC,NI,San Carlos,11.13556,-84.768727,small_airport
Siuna,SIU,MNSI,NI,Siuna,13.727222,-84.777779,small_airport
Waspam Airport,WSP,MNWP,NI,Waspam,14.7392,-83.969398,small_airport
Bocas del Toro International Airport,BOC,MPBO,PA,Isla Colón,9.34085,-82.250801,medium_airport
Alonso Valderrama Airport,CTD,MPCE,PA,Chitré,7.98784,-80.409837,medium_airport
Changuinola Captain Manuel Niño International Airport,CHX,MPCH,PA,Changuinola,9.458962,-82.515062,medium_airport
Enrique Malek International Airport,DAV,MPDA,PA,David,8.391,-82.434998,medium_airport
Enrique Adolfo Jimenez Airport,ONX,MPEJ,PA,Colón,9.35664,-79.867401,medium_airport
Jaqué Airport,JQE,MPJE,PA,Jaqué,7.51778,-78.157204,small_airport
Marcos A. Gelabert International Airport,PAC,MPMG,PA,Albrook,8.97334,-79.555603,medium_airport
Puerto Obaldía Airport,PUE,MPOA,PA,Puerto Obaldía,8.668813,-77.417399,small_airport
Ruben Cantu Airport,SYP,MPSA,PA,Santiago,8.085599899291992,-80.94529724121094,medium_airport
Scarlett Martinez International Airport,RIH,MPSM,PA,Río Hato,8.375880241394,-80.127899169922,small_airport
Tocumen International Airport,PTY,MPTO,PA,Tocumen,9.07136,-79.383499,large_airport
El Porvenir Airport,PVE,MPVR,PA,El Porvenir,9.559212,-78.946631,small_airport
Wannukandi Airport,NBL,MPWN,PA,San Blas,9.273476,-78.139848,small_airport
La Fortuna Arenal Airport,FON,MRAN,CR,La Fortuna,10.469311,-84.579073,small_airport
Buenos Aires Airport,BAI,MRBA,CR,Punta Arenas,9.163949,-83.330171,medium_airport
Barra del Colorado Airport,BCL,MRBC,CR,Pococi,10.7687,-83.585602,medium_airport
Barra del Tortuguero,TTQ,MRBT,CR,Tortuguero,10.569,-83.5149,small_airport
Coto 47 Airport,OTR,MRCC,CR,Corredores,8.60156,-82.968754,medium_airport
Chacarita Airport,JAP,MRCH,CR,Puntarenas,9.98141,-84.772697,small_airport
Playa Samara/Carrillo Airport,PLD,MRCR,CR,Carrillo,9.87051,-85.4814,small_airport
Drake Bay Airport,DRK,MRDK,CR,Puntarenas,8.71889019012,-83.6417007446,small_airport
Golfito Airport,GLF,MRGF,CR,Golfito,8.65401,-83.182198,medium_airport
Guapiles Airport,GPL,MRGP,CR,Pococi,10.2172002792,-83.79699707030001,medium_airport
Islita Airport,PBP,MRIA,CR,Nandayure,9.85611,-85.370796,small_airport
